employee_id,full_name,department,job_title,hire_date,termination_date,salary,age,gender,performance_score
545,Lisandro Morcillo,Finanzas,Responsable Financiero,2025-04-07,,48723,31,F,3.8
546,Lucila Peñas Mir,RRHH,Técnico de RRHH,2022-04-23,,24985,22,M,2.7
547,Jeremías Noriega Pablo,Ventas,Responsable de Ventas,2023-02-10,,41517,41,F,2.9
548,Marcos Tomé-Fernandez,Operaciones,Técnico de Operaciones,2023-05-10,,23300,25,F,3.5
549,Emilio del Gomila,Tecnología,Desarrollador Junior,2021-03-31,,29708,55,M,2.8
550,Rogelio Ernesto Galan Torrijos,Tecnología,Desarrollador Senior,2023-07-28,,36331,27,F,4.9
551,Julia Oller Llanos,Atención al Cliente,Responsable de Atención al Cliente,2025-08-07,,34491,59,F,4.0
552,Benjamín Luciano Pino Prat,Atención al Cliente,Agente de Soporte,2022-04-30,2023-04-25,21054,42,M,3.3
553,Reina Coll Manrique,Tecnología,Responsable de Tecnología,2022-10-31,,53838,39,F,3.2
554,Ernesto Bermúdez Olivares,Ventas,Comercial Junior,2021-10-06,,24722,59,F,3.6
555,Morena Jerez Tello,Ventas,Comercial Junior,2023-07-10,,23943,48,F,4.1
556,Cosme Linares,Atención al Cliente,Agente de Soporte,2023-07-15,2024-06-09,20496,38,F,2.7
557,Obdulia del Cervantes,Ventas,Responsable de Ventas,2022-09-16,,45188,60,F,3.4
558,Mario Heras Herrera,Operaciones,Coordinador de Operaciones,2021-10-31,2022-12-25,30470,37,M,4.0
559,Nicanor Gonzalez Guerrero,Atención al Cliente,Agente de Soporte,2024-10-18,,21371,33,F,1.6
560,Aureliano Reyes Murillo,RRHH,Especialista de RRHH,2024-02-13,,31574,37,F,3.1
561,Armida Cervantes Adadia,Atención al Cliente,Agente de Soporte,2021-09-06,2022-02-03,21037,36,F,3.8
562,Áurea de Ramírez,Operaciones,Coordinador de Operaciones,2023-02-02,,30417,27,M,3.7
563,Judith Flores Madrigal,Marketing,Especialista de Marketing,2021-02-14,,25553,34,M,2.0
564,Eloísa Barranco Borrás,Finanzas,Analista Financiero,2026-01-28,,27060,43,F,3.3
565,Cristina Arcos-Díez,Ventas,Comercial Senior,2021-04-14,2021-08-12,32799,58,M,2.7
566,Vera Echeverría Arce,Marketing,Marketing Senior,2023-10-14,2025-02-05,32250,49,F,4.4
567,Rocío Valbuena Estrada,Operaciones,Técnico de Operaciones,2022-07-18,,23623,31,F,3.2
568,Urbano Alejo Agullo Martín,Tecnología,Responsable de Tecnología,2022-05-19,,50773,53,M,3.2
569,María Cristina Campo-Naranjo,Marketing,Marketing Senior,2021-05-05,2022-01-30,32698,46,F,2.3
570,Javi Miguel Ángel Zamora Uribe,Atención al Cliente,Responsable de Atención al Cliente,2025-12-17,,37216,37,F,3.7
571,Teodoro Varela Solé,RRHH,Responsable de RRHH,2023-01-06,,44933,53,M,2.7
572,Clemente Capdevila-Muro,Marketing,Responsable de Marketing,2022-10-21,,42186,33,F,3.3
573,Pío Segarra Jimenez,Operaciones,Técnico de Operaciones,2021-03-02,,24324,39,F,3.0
574,Adrián Navas Marquez,Finanzas,Analista Senior,2023-12-21,,34438,59,F,4.2
575,Nereida Ferrando-Echevarría,RRHH,Técnico de RRHH,2022-05-23,,24236,39,F,4.0
576,Tatiana Micaela Ramirez Roma,Finanzas,Analista Financiero,2024-03-25,,28762,46,M,3.4
577,Eugenia Bolaños,RRHH,Técnico de RRHH,2021-12-27,,24354,42,M,3.1
578,Nayara Bustos Esteban,Marketing,Especialista de Marketing,2024-12-11,,25487,58,F,4.0
579,Jorge Morales Hurtado,Atención al Cliente,Agente de Soporte,2025-09-10,,20469,53,M,3.5
580,Eladio Pla Gutiérrez,Ventas,Comercial Junior,2021-07-04,2021-12-01,24487,60,F,3.8
581,Primitiva Lasa Murcia,Ventas,Comercial Senior,2021-01-02,,32159,34,F,2.7
582,Lupe Porfirio Alberdi Jurado,Operaciones,Técnico de Operaciones,2026-02-25,,24497,42,F,3.3
583,Nydia Guzman Barrios,Ventas,Responsable de Ventas,2024-12-14,,42954,29,M,2.7
584,Joan Melero Cuesta,RRHH,Especialista de RRHH,2024-12-13,,30982,47,F,2.8
585,Noelia Valverde Mercader,Operaciones,Coordinador de Operaciones,2021-10-07,,30298,49,M,4.6
586,Miguel Marquez Pedrero,Tecnología,Desarrollador Junior,2024-12-19,,27628,44,F,2.3
587,Consuela Constanza Cañellas Tejera,Tecnología,Desarrollador Junior,2023-02-14,,30471,40,F,3.3
588,Javi Pereira Ricart,Ventas,Comercial Junior,2026-04-28,,23942,58,M,4.1
589,Zaira del Gil,Marketing,Responsable de Marketing,2021-03-08,,41591,42,F,4.7
590,Noé de Zaragoza,Tecnología,Desarrollador Junior,2026-04-03,,29677,43,F,3.1
591,Lucía Pardo Bermejo,Operaciones,Coordinador de Operaciones,2021-12-10,,33016,27,M,3.0
592,Aurelia Barrio-Vega,Atención al Cliente,Agente Senior,2022-03-06,2023-10-27,26199,26,M,3.0
593,Luciano Conde,Operaciones,Técnico de Operaciones,2025-01-15,2026-03-11,23883,46,M,2.9
594,Fernando Viña Sala,Finanzas,Analista Financiero,2025-12-17,,30013,46,M,3.5
595,Noé Fuertes Torrijos,Atención al Cliente,Agente de Soporte,2025-08-25,,20756,58,F,3.5
596,Vinicio Vicens Salinas,Ventas,Comercial Junior,2025-06-25,,23377,40,F,2.7
597,Javi Catalán Vilanova,Operaciones,Técnico de Operaciones,2021-06-01,,24500,46,F,2.9
598,Jessica Barco Sevilla,Finanzas,Responsable Financiero,2026-04-13,,45906,27,M,3.8
599,Porfirio Aitor Priego Iñiguez,Atención al Cliente,Responsable de Atención al Cliente,2026-01-04,,37580,23,M,3.9
600,Ramón Gibert Beltran,RRHH,Técnico de RRHH,2024-05-28,,25330,32,F,2.9
601,Héctor Ocaña Bartolomé,Ventas,Comercial Junior,2026-06-19,,25751,57,M,3.6
602,América de Suarez,Tecnología,Desarrollador Senior,2022-05-02,2022-10-29,39759,47,M,4.9
603,Eric Rebollo Escolano,Ventas,Comercial Senior,2021-01-08,,31141,40,M,4.0
604,Rodolfo Rivera Perelló,Operaciones,Técnico de Operaciones,2022-02-28,,23547,40,F,3.6
605,Jacinta Pina Peña,Atención al Cliente,Agente de Soporte,2022-09-24,,22018,52,M,3.8
606,Néstor Cañas Oliveras,Marketing,Marketing Senior,2021-07-06,,33128,46,F,4.2
607,Chuy Pozo Ángel,Operaciones,Coordinador de Operaciones,2023-01-27,,30074,24,M,2.8
608,Prudencio Gisbert Acevedo,Atención al Cliente,Agente Senior,2022-04-09,,25303,58,F,2.0
609,Eustaquio Sierra Rodrigo,Ventas,Responsable de Ventas,2024-09-28,2025-02-25,42631,44,M,3.2
610,Fortunata de Huertas,RRHH,Responsable de RRHH,2022-04-11,,41961,46,M,4.0
611,Fanny Cortina Llorens,RRHH,Responsable de RRHH,2025-11-11,,42790,58,F,3.0
612,Urbano Carbajo,Atención al Cliente,Agente de Soporte,2023-03-20,,20888,24,F,3.6
613,Sandalio Rius Alcázar,Ventas,Comercial Senior,2021-12-21,,31668,32,F,4.5
614,Cristian de Cabrero,Finanzas,Analista Financiero,2021-03-29,,28490,49,F,3.9
615,Alexandra Itziar Atienza Hierro,RRHH,Responsable de RRHH,2021-10-30,,42494,38,M,4.2
616,Herberto Ródenas Guillén,Marketing,Especialista de Marketing,2021-06-28,,25650,47,M,2.5
617,Concha de Chaves,Marketing,Responsable de Marketing,2023-07-28,,43099,22,M,2.9
618,Ema Guillén,Ventas,Comercial Junior,2021-10-31,,24059,59,F,3.8
619,Esther Montes-Gálvez,RRHH,Responsable de RRHH,2025-05-16,,43357,40,M,3.4
620,Urbano Calixto Vázquez Giner,Marketing,Marketing Senior,2023-02-24,,32860,58,M,4.6
621,Emperatriz Llopis Barrera,Ventas,Comercial Senior,2023-04-06,2024-05-30,35468,60,M,4.7
622,Marta de Roldán,Ventas,Comercial Senior,2024-11-15,2026-06-08,33719,52,M,3.9
623,Leocadia de Ocaña,Marketing,Especialista de Marketing,2022-11-23,,25384,41,M,2.5
624,Roberta Zamorano Montalbán,Operaciones,Coordinador de Operaciones,2025-10-24,,30256,28,F,2.8
625,Guadalupe Company Marín,Ventas,Responsable de Ventas,2023-06-27,,42032,42,M,3.8
626,Catalina Sáenz Hernando,Finanzas,Responsable Financiero,2024-08-15,,48789,50,F,3.0
627,Eutimio de Sierra,Marketing,Marketing Senior,2025-02-26,,31204,55,M,3.6
628,Lisandro Rey Riera,Marketing,Responsable de Marketing,2025-06-09,,44682,41,M,2.4
629,Luisa de Pont,Ventas,Responsable de Ventas,2025-12-06,,41156,33,F,3.1
630,Edu de Murillo,Marketing,Especialista de Marketing,2025-09-11,2026-03-10,26939,24,M,3.1
631,Íñigo Sandoval Peláez,Ventas,Comercial Senior,2024-12-14,2026-02-07,33243,45,M,4.6
632,Julio Farré Aznar,Atención al Cliente,Responsable de Atención al Cliente,2026-03-06,,33965,23,F,4.3
633,Gonzalo Ariza-Beltran,Operaciones,Responsable de Operaciones,2023-07-03,,40080,52,M,5.0
634,Samu Gaya,Operaciones,Coordinador de Operaciones,2025-03-14,,29841,27,M,3.5
635,Claudia Méndez Mateo,Ventas,Comercial Junior,2021-11-30,,25785,35,F,4.8
636,Curro Falcón Carpio,Tecnología,Responsable de Tecnología,2022-02-28,,56123,48,F,4.2
637,Zoraida Herrera Fuente,Marketing,Responsable de Marketing,2021-01-19,,44036,30,F,3.8
638,Zoraida Heras Montoya,Tecnología,Desarrollador Junior,2022-04-04,,29778,41,M,3.0
639,Goyo Joan Palomar Mendez,Atención al Cliente,Agente Senior,2025-10-11,,25454,38,F,3.4
640,Geraldo Vilalta-Valencia,Atención al Cliente,Responsable de Atención al Cliente,2023-12-03,,35773,47,F,3.1
641,Ariel Soria Montero,Ventas,Responsable de Ventas,2026-06-03,,44160,45,M,4.1
642,Gil Milla,Operaciones,Técnico de Operaciones,2023-09-14,2024-10-08,24731,39,M,3.1
643,Amalia Giralt Coello,Marketing,Marketing Senior,2024-09-05,,31466,41,F,2.8
644,Eladio Rios Marquez,Ventas,Comercial Junior,2026-01-17,,25761,60,M,3.8
645,Clímaco Murcia Grau,Tecnología,Responsable de Tecnología,2021-10-14,,49951,53,M,4.7
646,Mariana Hoyos Valera,Operaciones,Coordinador de Operaciones,2023-04-09,,31924,24,F,3.8
647,Morena del Jiménez,Operaciones,Responsable de Operaciones,2022-04-01,,40622,52,M,2.7
648,Paloma Trujillo Serna,Atención al Cliente,Agente de Soporte,2025-09-18,,20751,57,F,4.2
649,Quique Ortuño Dominguez,Operaciones,Coordinador de Operaciones,2021-09-20,,32698,57,F,4.5
650,Plácido Torres Espejo,RRHH,Especialista de RRHH,2024-09-02,,30929,44,F,2.6
651,Miguela de Zamora,Finanzas,Analista Senior,2023-05-12,,36187,43,M,2.2
652,Simón Benavente Atienza,Operaciones,Coordinador de Operaciones,2023-08-08,,30877,52,F,3.3
653,Hilario Cervantes Guardia,Marketing,Responsable de Marketing,2024-04-03,,41800,26,M,2.3
654,Paulino Corbacho Agullo,Marketing,Responsable de Marketing,2021-09-03,,43270,46,M,3.0
655,José Antonio Sarmiento,Atención al Cliente,Agente de Soporte,2021-10-09,,20220,43,M,1.4
656,América Tomas Torrents,RRHH,Especialista de RRHH,2021-10-21,,31467,33,F,4.6
657,Abraham Reina Albero,Atención al Cliente,Responsable de Atención al Cliente,2021-12-29,2024-11-13,35390,25,F,3.6
658,Juan Manuel Llobet Madrid,Atención al Cliente,Agente de Soporte,2025-04-08,,20268,58,F,3.7
659,José Ros Escobar,Atención al Cliente,Agente de Soporte,2021-09-23,,20617,49,M,3.6
660,Ángel Bárcena Zamora,Atención al Cliente,Agente Senior,2023-02-25,2024-03-21,25933,56,F,3.3
661,Dionisio Fernandez Zurita,Finanzas,Analista Financiero,2026-01-01,,27122,55,F,2.8
662,Saturnino Pablo-Lastra,Ventas,Comercial Junior,2024-07-07,,24311,36,M,3.7
663,Ani Perea Ramis,Operaciones,Técnico de Operaciones,2023-02-25,,24261,41,F,2.8
664,Marcia Hervia Gonzalez,Ventas,Comercial Junior,2022-09-03,,25743,51,M,3.2
665,Octavio Severiano Berrocal Angulo,Atención al Cliente,Responsable de Atención al Cliente,2021-10-02,,35971,53,M,2.9
666,Hermenegildo Pinilla Pi,Finanzas,Analista Financiero,2026-04-26,,25575,47,F,4.0
667,Juanita de Agustí,Operaciones,Responsable de Operaciones,2021-09-26,,42228,23,F,3.2
668,Ariel Valero Roura,Ventas,Responsable de Ventas,2024-08-25,,43111,46,M,3.8
669,Marcia Bustos Álvarez,Finanzas,Responsable Financiero,2021-04-10,,44874,25,F,3.0
670,Darío Galván Talavera,Tecnología,Desarrollador Junior,2021-04-09,,29794,48,M,2.5
671,Alonso Benavente-Lozano,Atención al Cliente,Responsable de Atención al Cliente,2022-06-02,,36391,31,F,2.5
672,Marcela de Escobar,Tecnología,Responsable de Tecnología,2021-01-20,,52932,28,M,3.4
673,Adriana Galan Cobos,Tecnología,Responsable de Tecnología,2021-10-08,,48769,28,F,4.2
674,Áurea Benítez Martínez,Operaciones,Técnico de Operaciones,2023-10-17,,22887,34,M,2.8
675,Lope Hernandez Porcel,Marketing,Especialista de Marketing,2023-01-04,,25667,40,F,4.2
676,Eusebia del Chaves,Ventas,Comercial Senior,2026-02-08,2026-07-08,32082,52,M,3.2
677,Josué Oliva Baeza,Operaciones,Técnico de Operaciones,2024-10-07,2025-12-01,22810,29,M,3.5
678,Isaías Guerra Benitez,Ventas,Comercial Junior,2025-05-16,,23606,28,M,1.4
679,María Del Carmen Puente Morera,Tecnología,Desarrollador Senior,2026-06-25,,39727,51,F,4.0
680,Maximiliano Llano Sanjuan,Ventas,Comercial Junior,2025-11-26,2025-12-26,23658,40,M,2.9
681,Corona Pagès Perez,Finanzas,Analista Senior,2023-05-23,,36098,28,F,4.4
682,Cayetana Pinto Boada,Ventas,Comercial Junior,2024-09-20,,24547,43,M,2.9
683,Emiliana Rosalva Hoz Beltrán,Marketing,Responsable de Marketing,2022-07-04,,42411,27,M,3.0
684,Eloy Correa Pinto,Finanzas,Analista Financiero,2021-08-22,,28602,51,M,2.9
685,Rafael Porras Moliner,Marketing,Responsable de Marketing,2025-10-09,,41734,48,F,4.2
686,Ascensión Bravo Adadia,Ventas,Responsable de Ventas,2025-01-27,2025-08-25,43538,32,F,3.2
687,Iván Geraldo Lerma Calatayud,Atención al Cliente,Responsable de Atención al Cliente,2023-09-16,,35610,50,F,2.3
688,Armando Exposito Rosa,Tecnología,Desarrollador Senior,2024-06-06,2026-03-28,38870,30,M,2.7
689,Manuela Vila Raya,RRHH,Técnico de RRHH,2025-12-23,,24495,24,F,4.1
690,Albert Borrás Otero,Operaciones,Coordinador de Operaciones,2021-01-26,,31089,55,F,4.3
691,Araceli del Plaza,RRHH,Responsable de RRHH,2025-11-24,,40647,55,F,2.1
692,Esteban Riba Pons,Atención al Cliente,Responsable de Atención al Cliente,2022-05-25,,36267,46,F,3.7
693,Primitivo Herrero Vázquez,Marketing,Responsable de Marketing,2026-01-01,,44552,25,F,4.2
694,Octavio Pintor Doménech,Tecnología,Desarrollador Junior,2023-11-02,,29536,53,F,3.9
695,Eloy Mascaró Ledesma,Ventas,Comercial Senior,2022-10-19,2023-09-14,32646,39,F,2.8
696,Blanca Barroso Diego,Atención al Cliente,Responsable de Atención al Cliente,2024-08-10,,35141,37,F,4.1
697,Eliana Robledo Marí,Atención al Cliente,Responsable de Atención al Cliente,2023-07-07,2024-04-02,35461,53,M,3.6
698,Ricarda Benítez Paniagua,Operaciones,Coordinador de Operaciones,2025-03-07,,31387,28,M,3.3
699,Duilio Valcárcel-Ferrán,Atención al Cliente,Responsable de Atención al Cliente,2024-01-30,2024-05-29,36032,27,M,4.4
700,Ascensión Cerdá Mayo,Marketing,Responsable de Marketing,2022-02-28,,42380,51,M,3.7
701,Hector Márquez Pinto,Operaciones,Técnico de Operaciones,2025-07-31,,22614,51,M,3.7
702,Isabela Nadal Ros,Atención al Cliente,Responsable de Atención al Cliente,2024-05-13,,35750,45,M,4.1
703,Bernarda Emperatriz Montes Font,Ventas,Responsable de Ventas,2022-03-31,2024-06-18,47315,44,M,2.8
704,Estefanía Elías Puig,Atención al Cliente,Agente Senior,2024-12-08,2026-06-01,26112,32,M,4.3
705,Emelina Tudela Herrera,Ventas,Responsable de Ventas,2025-03-01,,41322,28,M,4.2
706,Florina Lozano Pozo,Tecnología,Desarrollador Junior,2021-09-05,,30317,47,F,3.3
707,Aurora Folch Escolano,Atención al Cliente,Agente de Soporte,2025-01-07,,19585,48,F,3.0
708,Alba del Gallego,RRHH,Responsable de RRHH,2024-04-20,,43445,50,M,3.4
709,Rosalva Manuel Bayón,Tecnología,Responsable de Tecnología,2021-10-03,,50001,22,F,3.0
710,Nerea Valera Chaparro,Atención al Cliente,Agente Senior,2025-09-14,,26560,54,F,3.8
711,Dionisio Edmundo Correa Rocha,Tecnología,Desarrollador Junior,2025-02-05,,28761,28,M,3.1
712,Angelina Sanchez Tello,Tecnología,Responsable de Tecnología,2025-12-13,,51216,46,M,2.8
713,Gracia Velázquez-Ripoll,RRHH,Responsable de RRHH,2025-04-11,,43923,47,M,3.2
714,Alicia del Blázquez,RRHH,Especialista de RRHH,2025-07-07,,32920,48,M,4.5
715,Rodrigo Hurtado Padilla,Marketing,Responsable de Marketing,2025-10-29,,43997,57,F,3.1
716,Moisés Arregui Pulido,Operaciones,Responsable de Operaciones,2025-01-03,,41672,44,F,3.4
717,Rosalinda Ros Camacho,RRHH,Responsable de RRHH,2026-06-21,,40144,54,M,3.6
718,Augusto Jordán Girona,Tecnología,Desarrollador Senior,2024-02-26,,37034,58,M,4.2
719,Piedad Villena,Tecnología,Responsable de Tecnología,2022-08-09,,51070,49,F,3.5
720,Marisa de Salinas,Atención al Cliente,Agente de Soporte,2023-02-20,2024-05-15,20827,25,F,3.0
721,Genoveva Sierra Vall,Operaciones,Técnico de Operaciones,2022-08-10,,24147,31,F,4.4
722,Francisco Jose Amat Tolosa,Tecnología,Desarrollador Senior,2022-02-22,,40687,24,M,2.0
723,Eusebio Ricart Boada,Finanzas,Analista Financiero,2024-06-15,,28125,57,F,4.1
724,Severo Cifuentes Olivé,Finanzas,Responsable Financiero,2023-03-08,,45366,40,F,3.9
725,Francisco Javier Javier Gabaldón Vázquez,RRHH,Especialista de RRHH,2023-05-04,,32278,42,F,2.6
726,Febe Tamayo Cabanillas,Ventas,Comercial Senior,2022-02-20,,33112,50,F,3.6
727,Palmira Santamaria Montaña,Marketing,Responsable de Marketing,2024-12-24,,43475,59,F,2.7
728,Eutimio Arribas Cardona,Finanzas,Analista Financiero,2022-08-26,,28150,26,F,2.2
729,Teobaldo Novoa Canales,RRHH,Responsable de RRHH,2023-11-19,,38084,24,M,3.5
730,Raimundo Hervás Villalobos,Operaciones,Coordinador de Operaciones,2021-09-24,,31784,38,F,3.6
731,Leoncio Cuesta Muro,Operaciones,Responsable de Operaciones,2026-04-04,,40107,31,M,3.3
732,Inmaculada del Guardiola,Atención al Cliente,Responsable de Atención al Cliente,2024-06-14,,36442,41,M,3.5
733,Mayte Espinosa Estrada,Finanzas,Responsable Financiero,2023-01-04,2024-08-26,47129,42,F,3.5
734,Gertrudis Andres Figueroa,RRHH,Responsable de RRHH,2021-05-20,,41975,32,M,4.0
735,Martina Román Porcel,Atención al Cliente,Agente Senior,2021-07-08,,25648,35,M,3.9
736,Pastor Garmendia Fuster,Operaciones,Coordinador de Operaciones,2022-03-24,,30049,55,M,3.6
737,Renato Barros-Cal,RRHH,Responsable de RRHH,2021-01-19,,40531,44,M,2.8
738,Cayetana del Moreno,Operaciones,Responsable de Operaciones,2024-06-10,,41153,37,F,2.1
739,Jenaro Carbonell,Tecnología,Desarrollador Senior,2023-02-21,,38506,29,M,2.3
740,Nico Tovar-Álamo,Operaciones,Responsable de Operaciones,2022-08-03,2024-04-24,42583,55,M,4.6
741,María Pont Poza,Atención al Cliente,Responsable de Atención al Cliente,2023-07-02,,35860,40,F,3.3
742,Aurora Oliveras-Ortiz,Operaciones,Técnico de Operaciones,2026-04-26,,24468,56,F,3.6
743,María Pilar Duque Martorell,Tecnología,Desarrollador Junior,2024-10-04,,30163,35,M,3.6
744,Marta Anselma Cañete Millán,Marketing,Especialista de Marketing,2024-01-07,,26034,49,F,3.9
745,Dimas Mayoral Caro,Finanzas,Analista Financiero,2021-02-18,,30687,43,F,2.1
746,Glauco Cid Vicente,Ventas,Comercial Junior,2021-12-31,,23926,57,F,4.4
747,Hortensia Cervera Pla,Atención al Cliente,Agente de Soporte,2026-02-09,,20908,46,M,4.1
748,Cayetana Torrecilla Duran,Tecnología,Desarrollador Senior,2022-10-10,2025-07-26,41191,29,F,2.7
749,Carina del Malo,Tecnología,Responsable de Tecnología,2021-05-10,,53565,59,F,2.7
750,Ciro Miranda Sanmartín,Tecnología,Desarrollador Junior,2023-01-03,,29030,28,M,3.2
751,Amelia Teresita Palomar Agustí,Finanzas,Analista Senior,2024-05-27,2024-06-26,36164,50,M,3.8
752,Bernarda Ferrero Plana,Atención al Cliente,Responsable de Atención al Cliente,2021-03-05,,36058,56,F,4.6
753,Ligia del Rebollo,Ventas,Comercial Senior,2025-06-20,,31169,56,M,3.5
754,Herminia Saldaña Torres,RRHH,Técnico de RRHH,2022-09-03,,23881,45,F,2.5
755,Ariel Anguita Giménez,Atención al Cliente,Responsable de Atención al Cliente,2021-10-17,2022-05-15,35950,22,M,3.2
756,Alcides Emigdio Gomila Malo,Atención al Cliente,Agente de Soporte,2022-09-17,2022-11-16,19996,44,F,3.9
757,Rosario Sebastián Valbuena,Atención al Cliente,Responsable de Atención al Cliente,2025-10-10,,36109,32,F,2.4
758,Lina de Carbonell,Operaciones,Coordinador de Operaciones,2022-02-02,2022-11-29,29622,58,F,3.7
759,Roldán Pedraza-Arnaiz,Marketing,Responsable de Marketing,2023-08-03,,46596,26,M,3.7
760,Magdalena Gil Rodríguez,Tecnología,Desarrollador Senior,2021-07-21,,38699,59,M,2.9
761,Quirino Huertas Martorell,RRHH,Especialista de RRHH,2021-09-20,,31273,37,F,2.8
762,Jafet Jódar Olivé,Operaciones,Técnico de Operaciones,2026-01-18,,23723,53,M,3.5
763,Isidoro Carpio Gálvez,Operaciones,Responsable de Operaciones,2022-09-19,,37396,31,M,3.4
764,Santiago Orozco,Finanzas,Analista Senior,2021-12-12,2024-01-01,35055,37,F,2.3
765,Melania Inés Daza Chaparro,Tecnología,Responsable de Tecnología,2023-06-13,,48393,45,F,2.3
766,Santos Gabaldón,Tecnología,Desarrollador Senior,2025-12-03,,39445,50,M,3.8
767,Lucas Orozco Lucas,Finanzas,Analista Senior,2024-02-04,2024-05-04,37193,60,F,3.5
768,Lupita Carla Morales Marco,Marketing,Especialista de Marketing,2025-12-31,,24987,38,F,2.9
769,Luciano Eliseo Vilar Bustos,Finanzas,Analista Financiero,2025-10-06,,28342,23,M,2.8
770,Remigio Reina Barranco,Finanzas,Analista Financiero,2026-01-31,2026-03-02,27788,38,M,2.7
771,Toribio Castañeda-Cazorla,Tecnología,Desarrollador Junior,2023-01-20,,28868,59,M,3.5
772,Camilo del Huertas,Ventas,Responsable de Ventas,2023-11-12,2024-09-07,41916,45,F,4.3
773,Laura Cisneros Leiva,Tecnología,Responsable de Tecnología,2024-11-02,,54314,54,F,4.2
774,Florina Sans Benet,Atención al Cliente,Agente de Soporte,2024-03-05,,19844,31,M,3.5
775,Heriberto Villalba Lobo,RRHH,Técnico de RRHH,2022-03-25,,25132,36,F,3.7
776,Jenny Torrents Morán,Operaciones,Técnico de Operaciones,2021-03-29,,24030,55,M,3.4
777,Abril Buendía-Sedano,Atención al Cliente,Agente Senior,2025-12-11,2026-07-09,25977,42,F,3.3
778,Susanita Barroso Puga,Tecnología,Responsable de Tecnología,2024-07-21,,51742,38,F,2.1
779,Iker Galán,Operaciones,Coordinador de Operaciones,2023-01-19,,29859,26,M,3.5
780,Edelmira Moraleda Luque,Operaciones,Técnico de Operaciones,2023-11-24,,23633,44,M,2.7
781,Maite Castrillo Toro,Finanzas,Responsable Financiero,2021-01-14,,50531,30,M,2.8
782,Virginia Atienza Arteaga,Ventas,Comercial Junior,2023-11-20,,25307,35,F,3.7
783,Matías Segura Alegre,Operaciones,Coordinador de Operaciones,2024-05-17,,29746,29,F,4.6
784,Timoteo Cruz Sainz,Atención al Cliente,Agente Senior,2025-01-15,2025-05-15,26612,52,M,3.2
785,Abigaíl Roman Francisco,Operaciones,Técnico de Operaciones,2024-08-18,,24694,23,F,3.8
786,Valero Matas Cuenca,Ventas,Responsable de Ventas,2024-04-28,2025-09-20,42776,54,F,4.0
787,Arturo Palomo-Ibáñez,Marketing,Especialista de Marketing,2021-04-25,,26161,33,M,2.2
788,Gilberto Dalmau Azorin,Atención al Cliente,Responsable de Atención al Cliente,2024-07-29,,33783,40,F,2.7
789,Maura Mayoral Guillén,Operaciones,Responsable de Operaciones,2023-08-24,,43470,32,F,3.2
790,Morena Bou Bustamante,Marketing,Responsable de Marketing,2021-10-20,,40678,33,M,2.7
791,Custodio Tapia Bermejo,Ventas,Responsable de Ventas,2022-12-03,,42283,60,F,3.4
792,Manu Gonzalo Vives,Operaciones,Coordinador de Operaciones,2021-09-28,2022-08-24,29844,34,M,3.3
793,Adelia Aguiló Nuñez,Marketing,Responsable de Marketing,2021-07-17,,39974,60,F,2.8
794,Tito Roca Catalán,Marketing,Responsable de Marketing,2023-10-28,,43947,27,M,4.5
795,Andrea Granados Piñol,Tecnología,Responsable de Tecnología,2024-01-10,,49531,49,M,3.0
796,Pío Calatayud Calderón,Operaciones,Técnico de Operaciones,2024-11-29,,23477,36,M,3.6
797,Flor Martínez Cerro,Finanzas,Analista Senior,2022-12-19,,34920,58,F,3.7
798,Remedios Cañas Clavero,Atención al Cliente,Agente Senior,2023-09-05,,25684,27,M,3.4
799,Juan Manuel Aguirre Córdoba,Atención al Cliente,Responsable de Atención al Cliente,2023-04-17,2024-10-08,36008,22,F,2.6
800,Felicia Garcés Cordero,Atención al Cliente,Agente de Soporte,2023-12-01,2024-08-27,20827,35,M,4.5
801,María Manuela Salas Gaya,Atención al Cliente,Agente de Soporte,2021-11-13,,21373,59,M,3.2
802,Vidal Cabrera Chaves,Operaciones,Responsable de Operaciones,2023-05-18,,42161,39,M,3.2
803,Macario Plana Ortega,Finanzas,Analista Senior,2024-02-05,,37564,52,F,3.7
804,Estela Chaves Huguet,Operaciones,Responsable de Operaciones,2023-09-18,,40821,41,M,3.7
805,Mohamed Blasco-Hurtado,Finanzas,Analista Senior,2025-02-15,,33905,29,F,2.6
806,María Carmen del Amor,Atención al Cliente,Responsable de Atención al Cliente,2026-04-29,,36190,35,M,4.5
807,Cristian Juan Antonio Vergara Fabregat,Finanzas,Responsable Financiero,2024-06-11,,48500,25,F,3.2
808,Emiliana Ballester Heras,Atención al Cliente,Responsable de Atención al Cliente,2021-01-11,,37636,31,M,2.7
809,Gabriela Capdevila Hernando,RRHH,Especialista de RRHH,2021-06-30,2021-12-27,31303,36,M,3.1
810,Merche Belda Álvarez,Ventas,Comercial Junior,2025-01-23,,22850,47,M,3.9
811,Geraldo Moliner Catalán,Tecnología,Responsable de Tecnología,2021-04-28,,49854,33,M,3.6
812,Teodora Rivero Pavón,Atención al Cliente,Agente de Soporte,2025-10-08,,22382,55,M,2.8
813,Nilda de Sotelo,Operaciones,Responsable de Operaciones,2023-11-12,,36782,36,F,3.2
814,Adán Bauzà Alcalá,Tecnología,Desarrollador Senior,2022-05-05,,40834,32,F,4.8
815,Cándido Ariño-Barrena,RRHH,Especialista de RRHH,2022-12-25,,30065,47,F,3.7
